,Date_Reported,EventID,CaseID,Offense_Category,Offense_Description,Initial_Incident_Category,Initial_Incident_Description,Final_Incident_Category,Final_Incident_Description,Date_From,Date_To,Location,Location_Type,Disposition
387,2024-01-23 15:37,24-01-23-024252,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-23 15:37,2024-01-23 15:37,MCCARTHY WAY STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
388,2024-01-23 15:28,24-01-23-024243,2400336,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-23 13:55,2024-01-23 15:25,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
389,2024-01-23 15:23,24-01-23-024242,2400350,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,TRAFFIC,Traffic Collision Without Injuries,2024-01-23 10:45,2024-01-23 10:45,USC HOTEL,On Campus Residential Facility,CLOSED
390,2024-01-23 14:06,24-01-23-024153,2400337,SERVICE,Commitment To Mental Health For 72 Hrs,SERVICE,Commitment To Mental Health For 72 Hrs,SERVICE,Commitment To Mental Health For 72 Hrs,2024-01-23 14:06,2024-01-23 14:06,ROGER AND MICHELE DEDEAUX ENGEMANN STUDENT HEALTH CENTER,On Campus,CLOSED
391,2024-01-23 13:45,24-01-23-024126,2400334,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-23 13:44,2024-01-23 13:44,ETHEL PERCY ANDRUS GERONTOLOGY CENTER,On Campus,CLOSED
392,2024-01-23 13:22,24-01-23-024119,2400335,LA MUNICIPAL CODE,Public Urination,SERVICE,Incident Report - No Crime,LA MUNICIPAL CODE,Public Urination,2024-01-23 13:22,2024-01-23 13:22,RONALD TUTOR CAMPUS CENTER,On Campus,Inactive Investigation
393,2024-01-23 13:04,24-01-23-024090,,,,TRESPASS,Refusing to Leave Campus Facility,TRESPASS,Refusing to Leave Campus Facility,2024-01-23 13:04,2024-01-23 13:04,3400 Block Of  HOPE ST,Non-campus building or property,RESOLVED UPON ARRIVAL
394,2024-01-23 10:59,24-01-23-023966,2400333,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-23 10:59,2024-01-23 10:59,MARK TAPER HALL OF HUMANITIES,On Campus,CLOSED
395,2024-01-23 10:10,24-01-23-023924,2400332,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2024-01-23 08:00,2024-01-23 08:00,PARKSIDE RESIDENTIAL BUILDING,On Campus Residential Facility,Inactive Investigation
396,2024-01-23 07:47,24-01-23-023810,,,,THEFT-PETTY,Theft Petty - Plain,SERVICE,Incident Report - No Crime,2024-01-23 07:47,2024-01-23 07:47,INTERNATIONALLY THEMED RESIDENTIAL COLLEGE,On Campus Residential Facility,NO CRIME OCCURRED; NO REPORT TAKEN
397,2024-01-23 03:36,24-01-23-023664,2400331,WARRANT,Warrant Arrest,OFFICER STATUS,Out for Investigation,WARRANT,Warrant Arrest,2024-01-23 03:36,2024-01-23 03:36,36TH PL & CATALINA ST,Non-reportable location,Cleared Arrest
398,2024-01-23 01:53,24-01-23-023608,2400330,SERVICE,Incident Report - No Crime,ADMINISTRATIVE,Camera Observation,SERVICE,Incident Report - No Crime,2024-01-23 01:53,2024-01-23 01:53,THE ROW SOUTH ALLEY,Non-reportable location,Inactive Investigation
399,2024-01-23 00:20,24-01-23-023530,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-23 00:20,2024-01-23 00:20,600 Block Of  28TH ST,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
400,2024-01-23 00:08,24-01-23-023523,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-23 00:08,2024-01-23 00:08,600 Block Of  28TH ST,Non-reportable location,ADVISED & COMPLIED
401,2024-01-22 23:15,24-01-22-023476,2400329,SERVICE,Injury Response,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-22 23:15,2024-01-22 23:15,2800 Block Of  ELLENDALE PL,Non-reportable location,CLOSED
402,2024-01-22 21:30,24-01-22-023368,2400327,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2024-01-22 21:25,2024-01-22 21:25,EDWARD L. DOHENY JR. MEMORIAL LIBRARY,On Campus,CLOSED
403,2024-01-22 21:03,24-01-22-023342,2400328,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-22 17:00,2024-01-22 20:30,SEELEY G. MUDD BUILDING,On Campus,Inactive Investigation
404,2024-01-22 20:35,24-01-22-023325,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-22 20:35,2024-01-22 20:35,2600 Block Of  ORCHARD AV,Non-reportable location,ADVISED & COMPLIED
405,2024-01-22 18:22,24-01-22-023201,2400325,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2024-01-22 18:22,2024-01-22 18:22,H. LESLIE HOFFMAN HALL OF BUSINESS ADMINISTRATION,On Campus,CLOSED
406,2024-01-22 18:10,24-01-22-023193,,,,DISORDERLY CONDUCT,"Prowling, Loitering",OBSERVATIONS,Unhoused Activity,2024-01-22 18:10,2024-01-22 18:10,HEALTH SCIENCES CAMPUS PARKING STRUCTURE,On Campus,ADVISED & COMPLIED
407,2024-01-22 18:08,24-01-22-023190,2400326,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-22 17:34,2024-01-22 17:34,DAVID X. MARKS TOWER,On Campus Residential Facility,CLOSED
408,2024-01-22 13:31,24-01-22-022917,2400324,THEFT-PETTY,Fraudulent Use of a Credit Card // THEFT-PETTY,THEFT-PETTY,Fraudulent Use of a Credit Card,THEFT-PETTY,Fraudulent Use of a Credit Card,2024-01-20 20:00,2024-01-21 15:00,27TH ST & MAGNOLIA ST,Non-reportable location,Inactive Investigation
409,2024-01-22 11:17,24-01-22-022798,2400322,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-22 11:00,2024-01-22 11:10,NORRIS TOPPING TOWERS,On Campus,CLOSED
410,2024-01-22 11:17,24-01-22-022793,2400323,FIRE,Alarm Smoke,FIRE,Alarm Activation,FIRE,Alarm Smoke,2024-01-22 11:17,2024-01-22 11:17,RONALD TUTOR CAMPUS CENTER,On Campus,CLOSED
411,2024-01-22 11:15,24-01-22-022794,,,,THEFT-PETTY,Shoplifting,OFFICER STATUS,Notification,2024-01-22 11:15,2024-01-22 11:15,STARBUCKS,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
412,2024-01-22 10:42,24-01-22-022766,,,,DISORDERLY CONDUCT,"Prowling, Loitering",SERVICE,Incident Report - No Crime,2024-01-22 10:42,2024-01-22 10:42,SAN PABLO PARKING STRUCTURE,On Campus,NO CRIME OCCURRED; NO REPORT TAKEN
413,2024-01-22 09:40,24-01-22-022719,2400321,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2024-01-18 11:00,2024-01-22 09:40,3100 Block Of  FIGUEROA ST,Non-campus building or property,CLOSED
414,2024-01-22 09:06,24-01-22-022702,,,,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2024-01-22 09:06,2024-01-22 09:06,1200 Block Of  35TH ST,Non-reportable location,CANCELLED EVENT
415,2024-01-22 08:40,24-01-22-022655,2400319,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-22 08:40,2024-01-22 08:40,A.C. ALLEN COWLINGS AND ILLIUM RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
416,2024-01-22 08:15,24-01-22-022670,2400320,SERVICE,Incident Report - No Crime,BURGLARY,Burglary - Attempted-Commercial,SERVICE,Incident Report - No Crime,2023-12-28 19:29,2023-12-28 20:29,2000 Block Of  SOTO ST,Non-campus building or property,Inactive Investigation
417,2024-01-22 07:58,24-01-22-022653,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-22 07:58,2024-01-22 07:58,FIGUEROA STREET STRUCTURE,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
418,2024-01-22 01:07,24-01-22-022403,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-22 01:07,2024-01-22 01:07,1900 Block Of  PARK GROVE AV,Non-reportable location,ADVISED & COMPLIED
419,2024-01-22 01:07,24-01-22-022404,2400318,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-22 01:07,2024-01-22 01:07,36TH PL & BUDLONG AV,Non-reportable location,Inactive Investigation
420,2024-01-21 22:51,24-01-19-019981,2400317,THEFT-PETTY,Theft of Lost Property,THEFT-PETTY,Theft of Lost Property,THEFT-PETTY,Theft of Lost Property,2024-01-16 20:30,2024-01-18 11:50,ELAINE & KENNETH LEVENTHAL SCHOOL OF ACCOUNTING,On Campus,Inactive Investigation
421,2024-01-21 20:01,24-01-21-022139,2400316,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-21 20:01,2024-01-21 20:01,1300 Block Of  36TH ST,Non-reportable location,CLOSED
422,2024-01-21 17:45,24-01-21-022052,2400315,PROPERTY,Damaged Property,SERVICE,Opening,PROPERTY,Damaged Property,2024-01-21 17:45,2024-01-21 17:45,CARDINAL GARDENS,On Campus Residential Facility,Inactive Investigation
423,2024-01-21 17:30,24-01-21-022040,2400314,PROPERTY,Damaged Property,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2024-01-21 17:30,2024-01-21 17:30,DOWNEY WAY STRUCTURE,On Campus,CLOSED
424,2024-01-21 15:49,24-01-21-021955,2400312,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,2024-01-20 15:00,2024-01-21 15:17,36TH PL & CATALINA ST,Non-reportable location,Inactive Investigation
425,2024-01-21 15:42,24-01-21-021953,2400313,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2024-01-21 15:00,2024-01-21 15:15,TARGET EXPRESS,On Campus,Inactive Investigation
426,2024-01-21 15:27,24-01-21-021942,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-21 15:27,2024-01-21 15:27,24TH ST & TOBERMAN ST,Non-reportable location,ADVISED & COMPLIED
427,2024-01-21 15:21,24-01-21-021940,2400311,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,BURGLARY-MOTOR VEHICLE,Burglary-Motor Vehicle,2024-01-21 00:00,2024-01-21 14:45,36TH PL & CATALINA ST,Non-reportable location,Inactive Investigation
428,2024-01-21 12:27,24-01-21-021808,,,,OBSERVATIONS,Unhoused Activity,TRESPASS,Trespass Warning,2024-01-21 12:27,2024-01-21 12:27,3000 Block Of  ROYAL ST,Non-campus building or property,RESOLVED UPON ARRIVAL
429,2024-01-21 12:24,24-01-21-021806,2400310,VANDALISM,Vandalism,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2024-01-20 12:00,2024-01-21 11:00,1200 Block Of  29TH ST,Non-campus building or property,Open
430,2024-01-21 11:14,24-01-21-021731,2400309,VANDALISM,Vandalism,VANDALISM,Vandalism,VANDALISM,Vandalism.1,2024-01-19 12:00,2024-01-21 10:30,GALEN EVENT CENTER,On Campus,Inactive Investigation
431,2024-01-21 09:54,24-01-21-021709,2400307,VANDALISM,Vandalism,PROPERTY,Damaged Property,PROPERTY,Damaged Property,2024-01-20 21:00,2024-01-20 21:00,3000 Block Of  ROYAL ST,Non-campus building or property,Open
432,2024-01-21 09:08,24-01-21-021687,2400308,ASSAULT,Assault-Other Dangerous Weapon,BATTERY,Battery,ASSAULT,Assault-Other Dangerous Weapon,2024-01-20 23:56,2024-01-20 23:56,OUTSIDE USC AREA,Non-reportable location,Inactive Investigation
433,2024-01-21 08:04,24-01-21-021642,2400306,DISORDERLY CONDUCT,"Prowling, Loitering",OFFICER STATUS,Out for Investigation,DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-21 08:04,2024-01-21 08:04,37TH DR & CATALINA ST,Non-reportable location,Inactive Investigation
434,2024-01-21 07:36,24-01-21-021627,,,,DISORDERLY CONDUCT,"Prowling, Loitering",DISORDERLY CONDUCT,"Prowling, Loitering",2024-01-21 07:36,2024-01-21 07:36,MARIANNE & J.DOUGLAS PARDEE TOWER,On Campus Residential Facility,RESOLVED UPON ARRIVAL
435,2024-01-21 07:36,24-01-21-021626,2400305,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,PROPERTY,Recovered/Impounded Bicycle/Scooter,2024-01-21 07:36,2024-01-21 07:36,UNIVERSITY VILLAGE ONE,On Campus Residential Facility,CLOSED
436,2024-01-21 03:07,24-01-21-021478,2400304,TRAFFIC,Traffic Collision Without Injuries,VEHICLE CODE,Hit & Run  Misdemeanor,VEHICLE CODE,Hit & Run Misdemeanor,2024-01-21 03:07,2024-01-21 03:07,MCCARTHY WY & FIGUEROA ST,Public property,CLOSED
437,2024-01-21 01:40,24-01-21-021415,2400303,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,2024-01-21 01:30,2024-01-21 01:40,CECELE & MICHAEL BIRNKRANT RESIDENCE HALL,On Campus Residential Facility,Inactive Investigation
438,2024-01-21 00:58,24-01-21-021387,2400302,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-21 00:58,2024-01-21 00:58,1200 Block Of  36TH ST,Non-reportable location,Inactive Investigation
439,2024-01-21 00:37,24-01-21-021369,2400300,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-20 23:30,2024-01-21 00:35,COLLEGE RESIDENCE HALL,On Campus Residential Facility,Open
440,2024-01-21 00:37,24-01-21-021374,2400301,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,2024-01-21 00:37,2024-01-21 00:37,30TH ST & CATALINA ST,Non-reportable location,Inactive Investigation
441,2024-01-21 00:26,24-01-21-021362,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-21 00:26,2024-01-21 00:26,3400 Block Of  CATALINA ST,Non-reportable location,RESOLVED UPON ARRIVAL
442,2024-01-21 00:16,24-01-21-021354,2400299,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,2024-01-21 00:05,2024-01-21 00:12,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,On Campus Residential Facility,Inactive Investigation
443,2024-01-20 23:12,24-01-20-021320,2400297,FIRE,Alarm Activation,FIRE,Alarm Activation,FIRE,Alarm Activation,2024-01-20 23:12,2024-01-20 23:12,BLANCHE & FRANK R. SEAVER STUDENT RESIDENCE HALL,On Campus,CLOSED
444,2024-01-20 23:07,24-01-20-021322,2400298,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,SERVICE,Incident Report - No Crime,2024-01-20 22:50,2024-01-20 22:50,1400 Block Of  29TH ST,Non-reportable location,Inactive Investigation
445,2024-01-20 22:57,24-01-20-021299,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-20 22:57,2024-01-20 22:57,1100 Block Of  28TH ST,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
446,2024-01-20 22:56,24-01-20-021298,2400296,ALARM RESPONSE,Carbon Monoxide Alarm,ALARM RESPONSE,Carbon Monoxide Alarm,ALARM RESPONSE,Carbon Monoxide Alarm,2024-01-20 22:56,2024-01-20 22:56,LA SORBONNE APARTMENTS,On Campus Residential Facility,CLOSED
447,2024-01-20 22:42,24-01-20-021281,2400295,SERVICE,Injury Response,SERVICE,Injury Response,SERVICE,Injury Response,2024-01-20 22:25,2024-01-20 22:30,ELISABETH VON KLEINSMID MEMORIAL RESIDENCE HALL,On Campus Residential Facility,CLOSED
448,2024-01-20 22:11,24-01-20-021249,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-20 22:11,2024-01-20 22:11,1200 Block Of  36TH ST,Non-reportable location,ADVISED & COMPLIED
449,2024-01-20 22:08,24-01-20-021248,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-20 22:08,2024-01-20 22:08,3400 Block Of  CATALINA ST,Non-reportable location,ADVISED & COMPLIED
450,2024-01-20 21:24,24-01-20-021196,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-20 21:24,2024-01-20 21:24,25TH ST & MAGNOLIA AV,Non-reportable location,REQUEST COMPLETED
451,2024-01-20 20:48,24-01-20-021170,2400294,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-20 20:00,2024-01-20 20:45,2800 Block Of  UNIVERSITY AV,Non-reportable location,CLOSED
452,2024-01-20 19:57,24-01-20-021146,2400292,TRAFFIC,Traffic Collision Without Injuries,PROPERTY,Damaged Property,TRAFFIC,Traffic Collision Without Injuries,2024-01-20 19:55,2024-01-20 19:55,ANNENBERG SCHOOL FOR COMMUNICATION,On Campus,Inactive Investigation
453,2024-01-20 19:54,24-01-20-021145,2400293,ALARM RESPONSE,Carbon Monoxide Alarm,OFFICER STATUS,Special Detail,ALARM RESPONSE,Carbon Monoxide Alarm,2024-01-20 19:54,2024-01-20 19:54,3000 Block Of  ROYAL ST,Non-campus building or property,CLOSED
454,2024-01-20 18:49,24-01-20-021104,2400291,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Petty - Plain-Attempt,THEFT-PETTY,Theft Bicycle,2024-01-20 18:35,2024-01-20 18:35,2600 Block Of  PORTLAND ST,Non-campus building or property,Inactive Investigation
455,2024-01-20 18:16,24-01-20-021086,,,,DISTURBANCE,Disturbing The Peace,OFFICER STATUS,Notification,2024-01-20 18:16,2024-01-20 18:16,3800 Block Of  FIGUEROA ST,Non-reportable location,NO CRIME OCCURRED; NO REPORT TAKEN
456,2024-01-20 17:29,24-01-20-021050,2400290,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,MOTOR VEHICLE THEFT,Theft of Motorized Bicycle/Scooter/Skateboard,2024-01-20 14:00,2024-01-20 17:25,JOSEPH MEDICINE CROW CENTER FOR PUBLIC & INTERNATIONAL AFFAIRS,On Campus,Inactive Investigation
457,2024-01-20 16:49,24-01-20-021013,2400289,EH&S,"Smell of Smoke, Odor, Non-Fire",EH&S,"Smell of Smoke, Odor, Non-Fire",EH&S,"Smell of Smoke, Odor, Non-Fire",2024-01-20 16:49,2024-01-20 16:49,SHELLY & OFER NEMIROVSKY AND DAVID C. BOHNETT RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
458,2024-01-20 15:17,24-01-20-020957,,,,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Theft Petty - Plain,2024-01-20 15:17,2024-01-20 15:17,GENERAL WILLIAM LYON UNIVERSITY CENTER,On Campus,UNABLE TO LOCATE - GONE ON ARRIVAL
459,2024-01-20 09:16,24-01-20-020704,2400287,THEFT-PETTY,Theft Petty - Plain,THEFT-PETTY,Shoplifting,THEFT-PETTY,Shoplifting,2024-01-20 09:16,2024-01-20 09:16,PERTUSATI UNIVERSITY BOOKSTORE,On Campus,Inactive Investigation
460,2024-01-20 08:53,24-01-20-020691,2400286,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-20 08:53,2024-01-20 08:53,A.C. ALLEN COWLINGS AND ILLIUM RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
461,2024-01-20 08:41,24-01-20-020682,2400285,SERVICE,Welfare Check,SERVICE,Welfare Check,SERVICE,Welfare Check,2024-01-20 08:41,2024-01-20 08:41,300 Block Of  ADAMS BL,Non-reportable location,CLOSED
462,2024-01-20 01:06,24-01-20-020460,2400283,HATE,Hate/Bias Incident,HATE,Hate/Bias Incident,HATE,Hate/Bias Incident.1,2024-01-20 00:49,2024-01-20 00:52,CARDINAL GARDENS,On Campus Residential Facility,Investigation Continued
463,2024-01-20 00:42,24-01-20-020455,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-20 00:42,2024-01-20 00:42,2700 Block Of  ELLENDALE PL,Non-reportable location,UNABLE TO LOCATE - GONE ON ARRIVAL
464,2024-01-20 00:40,24-01-20-020453,2400284,TRAFFIC,Traffic Collision With Injuries // VEHICLE CODE,TRAFFIC,Traffic Collision With Injuries,TRAFFIC,Traffic Collision With Injuries,2024-01-20 00:38,2024-03-15 00:39,EXPOSITION BL & BILL ROBERTSON LN,Non-reportable location,Inactive Investigation
465,2024-01-19 23:23,24-01-19-020405,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-19 23:23,2024-01-19 23:23,1100 Block Of  30TH ST,Non-reportable location,ADVISED & COMPLIED
466,2024-01-19 23:14,24-01-19-020398,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-19 23:14,2024-01-19 23:14,2600 Block Of  ORCHARD AV,Non-reportable location,CANCELLED EVENT
467,2024-01-19 22:52,24-01-19-020386,2400282,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-19 22:52,2024-01-19 22:52,700 Block Of  28TH ST,Non-reportable location,Inactive Investigation
468,2024-01-19 22:38,24-01-19-020373,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-19 22:38,2024-01-19 22:38,2600 Block Of  ORCHARD AV,Non-reportable location,ADVISED & COMPLIED
469,2024-01-19 22:34,24-01-19-020366,2400279,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,ALCOHOL,Alcohol Overdose,2024-01-19 22:30,2024-01-19 22:34,1100 Block Of  36TH ST,Non-reportable location,Inactive Investigation
470,2024-01-19 22:34,24-01-19-020360,2400280,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,THEFT-PETTY,Theft Bicycle,2024-01-19 22:10,2024-01-19 22:24,600 Block Of  30TH ST,Non-reportable location,Inactive Investigation
471,2024-01-19 22:25,24-01-19-020353,2400281,SERVICE,Party/Event Shut Down,LA MUNICIPAL CODE,Loud and Raucous Noise,SERVICE,Party/Event Shut Down,2024-01-19 22:25,2024-01-19 22:25,1100 Block Of  36TH ST,Non-reportable location,Inactive Investigation
472,2024-01-19 21:37,24-01-19-020305,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-19 21:37,2024-01-19 21:37,36TH ST & CATALINA ST,Non-reportable location,REQUEST COMPLETED
473,2024-01-19 21:22,24-01-19-020296,,,,BURGLARY,Burglary - Residential,SERVICE,Incident Report - No Crime,2024-01-19 21:22,2024-01-19 21:22,1100 Block Of  37TH PL,Non-reportable location,NO CRIME OCCURRED; NO REPORT TAKEN
474,2024-01-19 20:55,24-01-19-020270,,,,LA MUNICIPAL CODE,Loud and Raucous Noise,LA MUNICIPAL CODE,Loud and Raucous Noise,2024-01-19 20:55,2024-01-19 20:55,1200 Block Of  36TH ST,Non-reportable location,REQUEST COMPLETED
475,2024-01-19 19:59,24-01-19-020236,2400278,SERVICE,Illness Response,SERVICE,Illness Response,SERVICE,Illness Response,2024-01-19 19:59,2024-01-19 19:59,THE KATHLEEN L. MCCARTHY HONORS HOUSE,On Campus Residential Facility,CLOSED
476,2024-01-19 19:22,24-01-19-020205,2400276,THEFT-PETTY,Theft Petty - Plain,THEFT-GRAND,Theft Grand-Plain,THEFT-PETTY,Theft Petty - Plain,2024-01-19 14:00,2024-01-19 15:00,EILEEN & KENNETH T. NORRIS DENTAL SCIENCE CENTER,On Campus,Inactive Investigation
477,2024-01-19 19:07,24-01-19-020198,,,,TRESPASS,Trespassing,TRESPASS,Trespassing,2024-01-19 19:07,2024-01-19 19:07,CARDINAL GARDENS,On Campus Residential Facility,ADVISED & COMPLIED
478,2024-01-19 18:51,24-01-19-020181,2400275,THEFT-GRAND,Theft Grand-Trick or Device,THEFT-GRAND,Theft Grand-Trick or Device,THEFT-GRAND,Theft Grand-Trick or Device,2023-11-04 01:45,2023-12-30 18:00,900 Block Of  28TH ST,Non-reportable location,Investigation Continued
479,2024-01-19 18:24,24-01-19-020160,2400277,SERVICE,Illness Response,SERVICE,Welfare Check,SERVICE,Illness Response,2024-01-19 18:20,2024-01-19 18:20,JESSIE & CHARLES CALE AND RAY IRANI RESIDENTIAL COLLEGE,On Campus Residential Facility,CLOSED
